title,comment_count,comment_texts,comment_indices,weighted_comment_sum,textlen,cluster,random,fulltext,paragraphs,weighted_comment_sumAI,commentrate,weighted_sum,wsr,wcsr
New Covid-19 cases hit triple digits again and 10 news from yesterday,1,['Refugees should be accepted '],[267],1.0,1688,"[9, 295, -1, 248, 242]",0,"KINI ROUNDUP | Key headlines you may have missed yesterday, in brief.

1. Covid-19 cases rose to 105, the highest in 16 days, with 94 cases being locally transmitted.

2. Health Ministry director-general Dr Noor Hisham Abdullah said the responsibility to prevent new infections now lies on the public, who must practice social distancing.

ADS

3. Sarawak and Kedah have said they will not be implementing the conditional movement control order on Monday, while Selangor aims to slow down implementation.

4. Malaysians planning to return from their hometowns for Hari Raya Aidilfitri can expect to begin their journey from between May 7 and May 10.

ADS

5. Foreigners who have overstayed in the country until 14 days after the end of the MCO are allowed to leave Malaysia without being blacklisted or issued a compound.

6. Deputy Federal Territories Minister Edmund Santhara explained why food could not arrive at lockdown areas immediately.

7. Nurulhidayah, the daughter of Umno president Ahmad Zahid Hamidi, will be charged soon for violating the movement control order. She says she is prepared to face the charges.

8. Umno deputy president Mohamad Hasan declined a political appointment to helm Tenaga Nasional Berhad (TNB).

9. MCA vice-president Ti Lian Ker will be appointed as the deputy national unity minister according to sources.

10. Johor Bersatu information chief Ya'cob Atan warned of efforts to drive a wedge between his party and Umno in a bid to bring down the Perikatan Nasional government.

11. Negeri Sembilan Bersatu chief Rais Yatim said lessons should be learnt from the country's past experience in accepting other races when dealing with Rohingya refugees.",10,3.524390243902439,0.5924170616113744,2.0467836257309937,0.0012125495413098303,0.0005924170616113745
"47 Rohingya refugees stranded on beach in Perlis, 41 arrested (Updated)",6,"['Refugees were taken advantage of by Thai boat skippers', 'Sympathizing imagery of refugees', 'Sympathizing imagery of refugees', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Refugees that enter Malaysia are at risk of being detained by the authorities', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured']","[268, 223, 223, 156, 269, 156]",2.4395604395604393,1201,"[211, -1, 219, 31, 117]",0,"KANGAR: Forty-seven Rohingya refugees were stranded on the Sungai Baru beach in Simpang Empat near here at about 5.30am today, believed to have been abandoned by the boat skipper paid to take them here.

The male refugees, aged between 14 and 30, were smeared with mud and looking tired and hungry when they entered the nearby village.

Perlis Police chief SAC Datuk Noor Mushar Mohamed said initial investigations revealed that 47 refugees landed at the beach, but only 41 of them had been taken into custody, while the other six were still unaccounted for.

“They paid the Thai boat skipper RM4,000 each to be brought to Malaysia in a big boat, but the skipper dropped them off at the Sungai Baru muddy beach, which the group had to wade through for about an hour before they reach the shore,” he said in a statement today.

Noor Mushar said the refugees then broke into several groups and entered the village when no local skipper would take them to their next destination in the country.

He said the 41 refugees had been handed over to the Perlis Immigration Department for further action and that it was hoped that anyone knowing the whereabouts of the other six to contact the police. — Bernama",6,2.857723577235772,2.0312743043800494,4.807017543859649,0.004002512526111281,0.0020312743043800494
Home minister: Former Bangladesh high commissioner’s arrest in accordance with the law,1,['Refugees in Malaysia are not safe from being detained and sent back to their origin country'],[270],1.0,1913,"[-1, 183, 256, 225]",1,"PUTRAJAYA, Feb 10 ― Home Minister Datuk Seri Hamzah Zainudin today confirmed that former Bangladesh High Commissioner, Mohammed Khairuzzaman, is currently detained by the authorities. Without disclosing what offence Mohammed Khairuzzaman was arrested for, he said the arrest of the former diplomat was carried out in accordance with existing legal procedures, “If there is a request from the country of origin that we feel has a basis, then we will make (arrest) and everything is done according to existing legal procedures,” he said. Hamzah said this when asked to comment on the detention of Mohammed Khairuzzaman, as reported by the international media today, in a press conference after chairing the Committee on the Management of Foreign Nationals in Sabah (JKPWAS) meeting with Sabah Chief Minister Datuk Seri Hajiji Noor here today. According to media reports, Mohammed Khairuzzaman, who is reported to be living in Malaysia as a refugee, was detained at his home in Ampang yesterday, and is expected to be sent home to Bangladesh. On another development, Hamzah, who is the Parti Pribumi Bersatu Malaysia (Bersatu) secretary-general, described the speculation on two Bersatu ministers wanting to rejoin Umno, as psychological warfare. “If there are rumours, don’t just simply believe them. If it is announced by those who wanted to quit (Bersatu), then you can believe it,” he said. Hamzah added that psychological warfare was immediately created by politicians for the benefit of their respective parties, especially ahead of the Johor state election which is scheduled to take place on March 12. “This (psychological warfare) often happens… why is it coming out before the Johor state election? It is supposed to tell the people of Johor not to believe in Bersatu,” he said. Earlier, a local news portal revealed that two ministers from Bersatu were reported to quit the party to rejoin Umno. ― Bernama",10,1.8577235772357723,0.5227391531625718,2.0467836257309937,0.001069933939221638,0.0005227391531625719
"Saudi Arabia, UAE agree to join Malaysia to help Rohingya refugees",5,"['Saudi Arabia and UAE are helping refugees', 'Transnational refugee aid to improve the image of Islamic states ', 'Refugee aid as a photo op ', 'Saudi Arabia, UAE and Malaysia are working together to help Rohingya refugees in Bangladesh', 'Religion is the main drive to help refugees for SA, UAE and Malaysia']","[271, 272, 273, 274, 275]",5.0,1740,"[-1, 87, 134, 107, 2]",0,"KLUANG: Saudi Arabia and the United Arab Emirates (UAE) have agreed to cooperate with Malaysia to help the Rohingya refugees in Bangladesh.

Defence Minister Datuk Seri Hishammuddin Tun Hussein (pix) said this was stated by Saudi Crown Prince Mohammed Salman and UAE Crown Prince Sheikh Mohammed Zayed Al-Nahyan recently.

""During my visit to Morocco, I had contacted the two crown princes and they agreed to join us (Malaysia) to help the Rohingya refugees in Bangladesh.

""The UAE and Saudi Arabia have agreed to channel donations and medicines to Hospital Medan Malaysia at Cox's Bazar, Bangladesh and God-willing, in the near future we will see the three flags of Malaysia, Saudi Arabia and the UAE fly in Bangladesh,"" he said.

He was speaking to reporters after the handover ceremony of a school van and mock cheque for bus fare subsidy for students of Ladang Landak in Paloh near here today.

Hishammuddin, who is also Special Functions Minister and Sembrong MP said it was not easy for three countries to galvanise efforts to help the Rohingya, but it could help to enhance the image of an Islamic state that had long been regarded as extremist, backward and fighting among themselves.

""An agreement has been reached. We hope to have the three flags raised during Prime Minister Datuk Seri Najib Abdul Razak's visit to the refugee camp, which is expected to be this month,"" he said.

Meanwhile, on his visit to Morocco from Dec 22-24 last year, he noted the country was seen as a gateway to Malaysia in building relations with new countries because Morocco was located between Europe, West Asia and Africa.

He said relations with Morocco would also help Malaysia improve intelligence and military in combating terrorism. — Bernama",9,3.274390243902439,2.8735632183908044,3.0350877192982453,0.0017443032869530145,0.0028735632183908046
"Amnesty says 1,000 Rohingya stranded at sea as Southeast Asia seals borders",18,"['Refugees should be allowed to land safely', 'Refugees left ""stranded"" by surrounding nations ', 'Sympathizing imagery of refugees', 'Sympathizing imagery of refugees', 'Responsibility of the international community', 'Absence of action from the international community ', 'Refugees are a victim of violence in their home country', 'Refugees are fleeing their refugee camps', 'Refugees make perilous voyages out of desperation', 'Refugees are fleeing persecution', 'Sympathizing imagery of refugees', 'Refugees endure inhumane conditions in refugee camps ', 'Refugees are a victim of violence in their home country', 'Refugees are fleeing genocide', 'Genocide denial by state ', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured', 'Refugees are turned away from entering SEA countries during the pandemic', 'Traffickers are capitalizing on refugees sufferings by offering them services where their safety are not ensured']","[276, 277, 223, 223, 170, 278, 196, 279, 138, 77, 223, 203, 196, 224, 280, 156, 281, 156]",8.145909645909645,2094,"[112, 32, -1, 204, 23, 141, 71]",0,"At least 1,000 Rohingya are stranded at sea as Southeast Asian nations tighten their borders to keep out the new coronavirus, Amnesty International said today, urging action to ensure they were not buried in an ""invisible graveyard"" at sea.

Rights groups believe at least two boats carrying Rohingya, members of a Muslim minority from Myanmar, are off the coast of the Indonesian province of Aceh, but officials said they had no clear information.

Spokesmen for the Western Fleet of the Indonesian navy as well as Aceh's disaster mitigation agency and search and rescue team told Reuters they were trying to confirm the location of the vessels.

Refugees from two other boats have landed in Bangladesh since mid-April, many starving and emaciated after weeks at sea. Survivors from one said dozens died on board.

ADS

Saad Hammadi, from the South Asia Regional Office of Amnesty International, said the refugees could have been sailing for several weeks or even months without food or water, citing information from humanitarian agencies and local news reports.

In a virtual news conference, he urged Indonesia and Australia, who chairs anti-people smuggling and trafficking forum, the ""Bali Process"", to ensure the refugees are allowed to land safely ""so that we don’t see the sea become an invisible graveyard"".

The Australian foreign ministry said it could not immediately comment and a spokesman for the Indonesian foreign ministry did not immediately respond to a request for comment.

Rohingya have made perilous voyages to Malaysia, Thailand, and Indonesia for years, fleeing persecution in Myanmar and poverty in refugee camps in Bangladesh.

More than one million live in squalid conditions in sprawling camps in the south of Bangladesh, with as many as a dozen people sharing one shelter and scarce access to soap and water in some areas.

The vast majority fled a military crackdown in Myanmar in 2017 that the UN has said was executed with genocidal intent.

The Myanmar authorities deny genocide, saying it was a legitimate response to attacks by Rohingya militants. - Reuters",10,3.857723577235772,3.8901192196321133,12.290935672514621,0.005869596787256266,0.0038901192196321133
"Don't classify refugees as undocumented migrants, says NGO",29,"['Refugees are in fear of being deported', 'Refugees are lumped together with undocumented migrants ', 'Refugee NGOs hope that there would be no more arrests and deportation for refugees', 'Politician wants government to explain the difference between refugees and undocumented migrants', 'Refugees and migrants are under different category as they have different circumstances', 'Refugees were welcomed to seek refuge but they are labelled as ""illegal""', 'Refugees could help contribute to Malaysian economy', 'Authorities look at refugees as posing a security threat', 'UNHCR needs to expedite registration process for undocumented refugees ', 'Refugees are fleeing persecution', 'Deportation forces refugees to face persecution', 'Refugees live in fear', 'Centering refugee voices', 'Refugees live in fear', 'Centering refugee voices', 'Refugees were unfairly arrested', 'Malaysia should recognise refugees', 'Refugees should be differentiated from undocumented migrants ', 'Refugees are fleeing persecution', 'Deportation forces refugees to face persecution', 'Government is hypocritical welcoming yet illegalizing refugees ', 'Refugees dream to return home', 'Refugees will be an asset if absorbed into the workforce', 'Refugees are unfairly seen as a security threat', 'Refugees deserve effective protection   ', 'Refugees in Malaysia are at risk of being sent back to origin country in Malaysia', 'Malaysia does not recognise refugees including those who hold the UNHCR cards', 'There is no distinction between undocumented migrants and refugees in Malaysia', 'Refugees are frowned upon despite having the skills to contribute to Malaysia']","[282, 283, 284, 285, 286, 287, 288, 289, 290, 77, 291, 292, 32, 292, 32, 293, 168, 294, 77, 291, 295, 296, 297, 298, 299, 300, 301, 302, 303]",22.570707070707073,2857,"[-1, 94, 193, 199, 151]",1,"Refugees in Malaysia are in fear of being deported to face persecution in their war-torn countries.

Alliance of Chin Refugees chairperson James Bawi Thang Bik said that the fear arises as some of the refugees and asylum seekers who hold United Nations High Commission for Refugees (UNHCR) cards, were arrested and lumped together with undocumented migrants.

They were hauled in during operations by immigration authorities in tandem with the movement control order (MCO) since March this year, and according to James, they were treated the same as undocumented migrants.

Based on figures by the United Nations High Commission for Refugees (UNHCR), there are about 178,450 UNHCR refugees and asylum-seekers in Malaysia. More than half of the figure includes Rohingyas, while there are 22,440 Chins in the country.

ADS

""It has been brought to our knowledge that some refugees were arrested and deported on Nov 5, 2020, and there were many arbitrary arrests during the MCO.

""We hope there would be no repeats of such arrests and deportations although the government does not recognise asylum seekers and refugees,"" he said in a media conference in Kuala Lumpur today.

For the record, the Malaysian government does not recognise refugees and they are classified as ""unauthorised migrants holding UNHCR cards.""

Klang MP Charles Santiago, who was at the media conference, wants the government to explain the difference between refugees and undocumented migrants.

ADS

He wished to raise the matter in Parliament and to meet Home Minister Hamzah Zainuddin to help the refugees from being deported.

""Clearly refugees are in a different category. They run from persecution and murder. But they were held together with undocumented migrants.

""When you deport refugees, death awaits them in their home country.

""On the other hand, when you deport undocumented migrants, they just return to blend in with our society,"" he said.

Charles Santiago

Charles stressed that the government contradicted itself when it welcomed Rohingyas to seek refuge in the country but they are now labelled as ""illegal.""

""They are not here to steal our land. If you ask them about their dream, it's to go back to their country once it achieves peace. They are here temporarily before moving out to a third country,"" he said.

Some of the refugees, he said, are scientists, engineers and lecturers who could help contribute to Malaysia while they are still here.

""But we (the authorities) look at them as posing a security threat,"" he said.

Meanwhile, James urged the UNHCR to expedite the registration process for undocumented refugees and asylum seekers especially for those who have applied online.

""Expediting the registration process is crucial to grant effective protection for refugees and asylum seekers, especially during the conditional lockdown periods,"" he said.",15,2.357723577235772,7.900142481871569,15.0,0.005250262513125656,0.00790014248187157
Japan to provide AstraZeneca vaccines to Malaysia if circumstances allow,1,['Refugee aid as a means for international relations '],[304],1.0,1444,"[2, -1, 293, 207, 213]",0,"The Japanese government will provide AstraZeneca Covid-19 vaccines manufactured in Japan to Malaysia, Indonesia, the Philippines, and Thailand, announced its Foreign Minister Motegi Toshimitsu on Tuesday.

According to the Japanese Embassy in Malaysia, the minister said the vaccines will be delivered from July, if various circumstances allow, and will advance its coordination.

“Based on the Foreign Minister’s announcement today, the Embassy of Japan in Malaysia will continue to work closely with the government of Malaysia to provide the vaccine to Malaysians.

“This will be another symbol of friendship between Japan and Malaysia,” the embassy said in a statement.

ADS

The Japanese government previously provided medical equipment worth about US$5 million (RM20.5 million) to Malaysia in January to battle the Covid-19 pandemic.

Japan also rendered humanitarian assistance worth approximately US$2 million (RM8.2 million) to Malaysia through the United Nations Children's Fund (Unicef), United Nations High Commissioner for Refugees (UNHCR), and International Federation of Red Cross and Red Crescent Societies (IFRC).

For Asean, Japan proposed the establishment of the “ASEAN Centre for Public Health Emergencies and Emerging Diseases” to protect people in this region from the threat of infectious diseases and provided financial support of US$50 million (RM206 million) through the Japan-Asean Integration Fund (Jaif).

- Bernama",7,2.274390243902439,0.6925207756232687,0.08187134502923976,5.669760736096936e-05,0.0006925207756232687
Food aid for Chin community near Pudu market,7,"['Refugees receive food aid ', 'Centering refugee voices', 'Refugees experience fear from potential deportation ', 'Refugees are undifferentiated from undocumented migrants', 'Refugees in Malaysia depend on donations to survive', 'Refugees in Malaysia are at risk of being sent back to their origin country', 'Refugees are not allowed to flee blocked off areas during the lockdown period due to lack of documentation']","[305, 32, 306, 307, 35, 308, 309]",4.924242424242424,1246,"[215, 151, -1, 189]",0,"KUALA LUMPUR: Some 300 people of the Chin community living near Pudu market received some dry goods today to sustain themselves after the area was cordoned off on Friday.

Alliance of Chin Refugees coordinator James Bawi Thang Bik said the food, totalling RM10,000, is sponsored by well-wishers and members of the Chin community.

The dry goods consisted of bags of rice, noodles, sugar, salt, flour, and sardines. The goods were handed out at the entrance to one of the health screen centre opposite Pudu Plaza along Jalan 1/77C.

Of the 300 people, 100 are children below 16, Bawi told theSun.

“We will continue to monitor the situation as we have done since the start of the MCO,“ he said.

“There have been concerns of potential raids and deportation. I have advised them to stay calm and follow the instructions from the authorities. We do not want to cause unnecessary panic.”

He estimated that there are more than 50,000 Chin community in Malaysia.

Earlier, Bukit Bintang MP Fong Kui Lin said locals here were allowed to move from their flats.

“Only the migrants are not allowed (due to lack of documentation),“ he said.

He added that three NGOs and several Members of Parliament have stepped up to provide aid for the community here.",5,2.024390243902439,3.9520404688944013,4.011695906432749,0.0032196596359813394,0.003952040468894401
"Anti-migrant sentiment fanned on social media, little action taken by Facebook",42,"['Hate speech towards refugees appeared on social media', 'Social media platforms were used to incite hate on refugees', 'There are a lot of xenophobic comments on social media', 'There are a lot of pages and groups that featured discriminatory language about refugees ', 'Comments on social media encouraged violence towards refugees', 'Comments on social media disclosed the location of refugees and encouraged authorities to take action against them', 'Comments on social media compare refugees to dogs and parasites', 'Widespread hate speech could lead to physical violence and persecution of a whole group', 'Anti-refugees groups and pages on social media should be taken down', 'Hate speech becomes rampant as refugees were accused of spreading covid', 'Comments on social media helped escalate xenophobia ', 'Refugees are in fear due to the hate comments on social media', 'Right groups said government failed to curb xenophobia', 'Pages with links to security and enforcement agencies voicing anti-immigrant sentiment were found', 'Government did not respond on queries related to hate speech towards refugees in social media', 'Refugees experience hate speech and misinformation online ', 'Anti-refugee comments are xenophobic', 'Refugees are discriminated against ', 'Refugees experience hate speech and misinformation online ', 'Refugees experience dehumanisation ', 'Refugees are fleeing persecution', 'Refugees are a victim of violence in their home country', 'Anti-refugee hate speech is violent and dangerous  ', 'Facebook is irresponsible for enabling hate speech against refugees', 'Refugees are unfairly accused of spreading Covid ', 'Anti-refugee comments are xenophobic', 'Refugees live in fear ', 'Centering refugee voices', 'Deportation forces refugees to face persecution', 'Refugees are fleeing persecution', 'Anti-refugee hate speech is violent and dangerous  ', 'Facebook is irresponsible for enabling hate speech against refugees', 'Centering refugee voices', 'Government has failed to curb xenophobia and hate speech', 'State agencies enable anti-refugee hate speech ', 'Refugees in Malaysia face xenophobia online ', 'Refugees in Malaysia face xenophobia online', 'Facebook is working on removing xenophobic contents on its platform', 'Refugees in Malaysia face xenophobia online which heightens during the pandemic', 'Refugee safety are at risk due to increasing xenophobia', 'Malaysian government has not taken any action to curb the rise of xenophobia in the country', 'Xenophobia runs deep in Malaysia including the Malaysian Armed Forces']","[310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 325, 328, 77, 196, 329, 330, 331, 326, 332, 32, 291, 77, 329, 330, 32, 333, 334, 335, 336, 337, 338, 339, 340, 341]",32.880230880230876,5451,"[13, -1, 92, 161, 103, 155, 211, 44]",1,"As coronavirus infections surged in Malaysia this year, a wave of hate speech and misinformation aimed at Rohingya Muslim refugees from Myanmar began appearing on Facebook.

Alarmed rights groups reported the material to Facebook.

But six months later, many posts targeting the Rohingya in Malaysia remain on the platform, including pages such as ""Anti Rohingya Club"" and ""Foreigners Mar Malaysia's Image"", although those two pages were removed after Reuters flagged them to Facebook recently.

ADS

Comments still online in one private group with nearly 100,000 members.

Facebook acknowledged in 2018 that its platform was used to incite violence against the Rohingya in Myanmar, and last year spent more than US$3.7 billion on safety and security on its platform.

But the surge of anti-Rohingya comment in Malaysia shows how xenophobic speech nonetheless persists.

""Assertions that Facebook is uncommitted to addressing safety and security are inaccurate and do not reflect the significant investment we've made to address harmful content on our platform,"" a company spokesperson told Reuters.

ADS

Reuters found more than three dozen pages and groups, including accounts run by former and serving Malaysian security officials, that featured discriminatory language about Rohingya refugees and undocumented migrants.

Dozens of comments encouraged violence.

Reuters found some of the strongest comments in closed private groups, which people have to ask to join. Such groups have been a hotbed for hate speech and misinformation in other parts of the world.

Facebook removed 12 of the 36 pages and groups flagged by Reuters, and several posts. Five other pages with anti-migrant content seen by Reuters in the last month were removed before Reuters queries.

""We do not allow people to post hate speech or threats of violence on Facebook and we will remove this content as soon as we become aware of it,"" Facebook said.

Some of the pages that remain online contain comments comparing Rohingya to dogs and parasites. Some disclosed where Rohingya had been spotted and encouraged authorities and the public to take action against them.

ADS

Widespread hate speech

""This kind of hate speech can lead to physical violence and persecution of a whole group. We saw this in Myanmar,"" said John Quinley, senior human rights specialist at Fortify Rights, an independent group focused on Southeast Asia.

""It would be irresponsible to not actively take down anti-refugee and anti-Rohingya Facebook groups and pages.""

Muslim-majority Malaysia was long friendly to the Rohingya, a minority fleeing persecution in largely Buddhist Myanmar, and more than 100,000 Rohingya refugees live in Malaysia, even though it doesn't officially recognise them as refugees.

But sentiment turned in April, with the Rohingya being accused of spreading the coronavirus. Hate speech circulated widely, including on Facebook – a platform used by nearly 70 percent of Malaysia's 32 million people.

Rights groups and refugees said comments on Facebook helped escalate xenophobia in Malaysia.

""Malaysians who have lived with Rohingya refugees for years have started calling the cops on us, some have lost jobs. We are in fear all the time,"" said Abu, a Rohingya refugee who did not want to give his full name fearing repercussions.

Another refugee who declined to be identified said he deactivated his Facebook account after his details were posted and Malaysians messaged him telling him to go back to Myanmar - from where he fled five years ago.

""Facebook has failed, they don't understand how dangerous such comments can be,"" he said, referring to posts he had seen supporting action in Myanmar against Rohingya.

'Absent'

Rights groups said Prime Minister Muhyiddin Yassin had failed to do enough to curb xenophobia as it rounded up thousands of undocumented migrants and said it would no longer accept Rohingya refugees.

""The Malaysian government was completely absent from any sort of effort to try to curtail this wave of hate speech,"" said Human Rights Watch deputy Asia director Phil Robertson (below).

Muhyiddin's office did not respond to requests for comment.

Reuters found four pages with links to security and enforcement agencies voicing anti-immigrant sentiment.

""Let us not suffer the cancer of this ethnic (group),"" administrators of a group called ""Friends of Immigration"" posted. The group says it is run by current and former immigration officials.

That post from April was removed this month after Reuters queries to Facebook.

The Immigration Department did not respond to Reuters queries. The communications and home ministries also did not respond to queries on hate speech in social media.

Among the earliest posts to draw comments calling for Rohingya to be shot was one from the Malaysian Armed Forces headquarters asking the public to be its ""ears and eyes"" and report undocumented migrants. A military spokesperson confirmed the authenticity of the page.

Another post that was shared more than 26,000 times was from a page calling itself the Military Royal Intelligence Corps that said undocumented migrants ""will bring problems to all of us"".

Reuters was unable to contact the administrator of the page. The military said it had nothing to do with the page and it was run by a former member of the intelligence unit.

Facebook removed both posts after Reuters queries. The Intelligence Corps page was also taken down.

- Reuters",24,3.191056910569106,6.031963104059966,21.843700159489636,0.004007283096585881,0.006031963104059966
Najib: Rohingya crisis needs to be tackled at its source,17,"['Prime Minister thinks it is unfair for Malaysia to be on the receiving end in the conflict between refugees and their home country', 'Government would continue to fight for refugees but the issue needs to be tackled at its source', 'Malaysia has always taken a strong stand against oppression of refugees', 'Malaysia would monitor and manage the crisis in Myanmar on a humanitarian basis, rather than religion', 'Malaysia is providing assistance to Rohingya refugees that fled to Bangladesh', 'Malaysia as the unfair receiving end of the refugee crisis ', 'Ultimate solution to refugee crisis is resolving drivers of displacement', 'Malaysia supports refugees but cannot take responsibility for them', 'Malaysia as the unfair receiving end of the refugee crisis ', ""Refugees' rights are being deprived"", 'Refugees are a minority oppressed by their home country authorities ', 'Malaysia stands against oppression and violence towards refugees ', 'Government helps refugees on a humanitarian basis ', 'International platforms as an avenue to handle refugee crisis ', 'Government helps refugees on a humanitarian basis ', 'Malaysian leaders are unwilling to bear responsibility for the Rohingya refugees in this country', 'Malaysia is willing help refugees in Bangladesh']","[342, 343, 344, 345, 346, 347, 348, 349, 347, 226, 350, 351, 352, 353, 352, 354, 355]",14.5,1977,"[96, 210, 14, 234, 132, 108]",0,"KUALA LUMPUR: It is unfair for Malaysia to be on the receiving end in the conflict between the Myanmar government and the Rohingya minority, Prime Minister Datuk Seri Najib Abdul Razak said.

While asserting that the government would continue its fight for the Rohingya cause, he said the conflict - which had killed thousands and displaced many others - need to be tackled at its source.

""Malaysia has always been upholding the principle of the sanctity of life, but at the same time we cannot be hosting so many people (Rohingya refugees) in this country,"" he said.

""It is very unfair for the affected parties to inflict more cause for Malaysia to manage and recieve these people whereby they should be allowed the fundamental and universal rights which have been denied to them,"" he told a press conference after chairing the BN supreme council meeting at Menara Dato Onn.

A recent offensive by the Myanmar authorities in the troubled Rakhine state had reportedly killed more than 400 people, raising questions of a possible movement of Rohingya refugees into the country.

Malaysia has always taken a strong stand against the purported oppression by Myanmar authorities against the Rohingya minority there, with Najib himself leading a movement last year in protest against the violence.

There are about 40,000 displaced Rohingyas living in Malaysia.

Najib said the government would be monitoring and managing the crisis in Myanmar on a humanitarian basis, rather than a religion-driven issue.

He added the government would consider its future course of action through the international stage, whether through Asean, the Organisation of Islamic Cooperation or the United Nations.

Najib said a humanitarian mission, which will be launched by him tomorrow, would provide the necessary assistance to the Rohingya refugees that had fled to neighbouring Bangladesh.

""We have already received the approval from the Bangladesh government to conduct the mission,"" he added.",10,5.0,7.334344967121902,8.579782790309107,0.004339799084627773,0.007334344967121902
Dr M calls for hate towards Rohingya to end,18,"['Former prime minister calls for the hate towards refugees to end', 'Malaysia had given refuge to too many asylum seekers, other countries need to open their doors to help them', 'Malaysia should urge the UN to take actions against Myanmar', 'Malaysia should expose the atrocities committed by Myanmar against Rohingya to the world', 'Authorities are confused over the increasing hate and threats against refugees', 'Refugees are fleeing persecution', 'Anti-refugee hate must end ', 'Refugees should seek refuge elsewhere, not Malaysia ', 'Government has done enough for refugees', 'The “plight” of refugees', 'Refugees are a minority oppressed by their home country authorities', 'Responsibility of the international community', 'Responsibility of Muslim countries  ', 'Refugees are a minority oppressed by their home country authorities', 'Anti-refugee hate must end ', 'Refugees experience hate speech and misinformation online', 'A Malaysian leader recognises refugees as victims of war', 'A Malaysian leader believes that there are too many asylum seekers in Malaysia and the burden should be shared with other countries']","[356, 357, 358, 359, 360, 77, 361, 362, 363, 364, 365, 170, 366, 365, 361, 367, 368, 369]",14.36111111111111,2106,"[182, 179, -1, 223, 118, 138, 108, 8]",0,"Former premier Dr Mahathir Mohamad said sentiments toward the Rohingya refugees are akin to emotions expressed against the Vietnamese who fled communist rule after the Vietnam War.

Taking to his blog, Mahathir, who called for the hate to end against the Rohingya, said the Malays were initially sympathetic to the plight of refugees, but, over time, their numbers grew, along with animosity towards them.

""Undoubtedly, we have given refuge to too many asylum seekers. They should have gone to another country.

""Other countries need to open their doors,"" said the Langkawi MP.

ADS

In May 1975, the first boat with 47 refugees arrived in Malaysia from Vietnam. More than 200,000 of them had resided or passed through a refugee camp in Pulau Bidong, Terengganu, from 1978 to 1991.

The recent wave of Rohingya refugees arriving here are listed as undocumented migrants, largely doing informal work and assisted by local NGOs. Malaysia is not a signatory to the United Nations Convention relating to the status of refugees.

Mahathir further said Malaysia should condemn Myanmar and its de facto leader Aung San Suu Kyi by imposing trade sanctions for oppressing the Rohingya.

""We must urge the United Nations to take action against Myanmar.

ADS

""At the same time, we must expose the atrocities committed by Myanmar (against the Rohingya) to the world,"" he said.

Mahathir also urged for an end to the hate against the Rohingya who have been victims of oppression. This, he said, would need a concerted effort by Muslim countries.

The authorities have been puzzled over a recent spate of hate and threats against the Rohingya in the country.

Defence Minister Ismail Sabri Yaakob had said the police are investigating various viral news reports, videos and audio clips to prevent any untoward incidences.

Keep up with the latest information on the outbreak in the country with Malaysiakini's free Covid-19 tracker.

Malaysiakini is providing free access to the most important updates on the coronavirus pandemic. You can find them here.

Help keep independent media alive - subscribe to Malaysiakini.",10,5.724390243902439,6.819141078400337,5.654239766081872,0.0026848242004187425,0.006819141078400337
